product,NBD,NBFD,NBMD,NBD-LOC,NBFD-LOC,NBMD-LOC,PBD,PBFD,PBMD,PBD-LOC,PBFD-LOC,PBMD-LOC
scrapy/parsel,1,58,890,1668,14521,10644,20.0,93.54838709677419,99.10913140311804,10.154014731843915,88.39715103183782,96.8428714402693
scrapy/scrapy,19,872,17427,101551,239136,204410,52.77777777777778,84.08871745419479,95.67914790820248,28.449802212086915,66.99463227136727,93.59817941215526
scrapy/scrapyd,30,1095,19287,147075,302181,226307,81.08108108108108,90.72079536039767,97.70021782077909,38.78836309547357,79.69475674692028,96.83571385781893
trufont/trufont,7,504,8449,9340,152494,116054,43.75,86.44939965694682,95.01799370220422,4.803167828032192,78.42122856187807,94.53730856956663
autopkg/autopkg,25,475,7711,93171,132781,99502,80.64516129032258,95.95959595959596,98.25433231396534,65.04583248975489,92.69891579807175,97.896497441952
jrnl-org/jrnl,9,595,6753,49267,207849,83585,45.0,90.56316590563166,96.21028636557915,21.127950459722793,89.135189378345,93.68415153553015
tmux-python/tmuxp,1,30,618,882,6874,8032,33.33333333333333,69.76744186046511,95.22342064714945,7.295285359801489,56.85690653432589,91.02447869446962
archlinux/arch-security-tracker,15,1051,21233,77572,301407,287852,37.5,86.35990139687758,96.6102466102466,17.39403411447881,67.5847424372546,94.08465435528682
cmu-delphi/delphi-epidata,5,127,2480,5106,43714,39590,38.46153846153847,79.87421383647799,94.29657794676805,8.194774346793348,70.15792514604865,91.70932845328824
grigorig/stcgal,0,45,572,0,6721,7382,0.0,75.0,90.50632911392405,0.0,52.16547656007451,85.75743494423791
qquick/transcrypt,2,118,4896,3285,83203,67525,50.0,87.4074074074074,97.10432368107894,3.5216929855594508,89.19799740563256,94.52781588599267
charnley/rmsd,0,637,10003,0,305184,272470,0.0,91.52298850574712,96.82508953634692,0.0,78.06155727159019,94.76624072231999
choderalab/yank,45,1319,21252,552879,552879,293112,100.0,100.0,100.0,100.0,100.0,100.0
rst2pdf/rst2pdf,2,649,8568,781,222813,110167,20.0,86.76470588235294,91.852487135506,0.26505214502187274,75.61723891006213,87.633737163221
kenfar/datagristle,23,969,25610,194607,434232,334068,62.16216216216216,93.6231884057971,99.12525158693296,38.17043486447629,85.17075065167887,98.19320135796482
spdx/tools-python,1,2,36,248,248,197,100.0,100.0,100.0,100.0,100.0,100.0
uw-hydro/rvic,12,1427,24830,131158,666121,533107,60.0,90.89171974522293,95.3935994467709,15.419160444712485,78.31033238225899,92.29835644945992
khornberg/elasticpypi,7,127,3004,28787,52461,41174,70.0,92.02898550724638,99.20739762219286,47.01299973869872,85.67579043637313,98.38940929076658
bjodah/chempy,90,4206,60679,836124,1764377,1050476,89.10891089108911,97.72304832713755,99.14221292725965,44.752742973764114,94.43660317108588,98.41769216715932
bjodah/pyodesys,92,4110,59686,871480,1743519,1034376,95.83333333333334,98.18442427138079,99.38059875453729,47.337985218694016,94.7063347988619,98.46314352592665
datadog/datadogpy,3,65,869,16187,28477,21989,60.0,89.04109589041096,98.4144960362401,49.35361912311726,86.82541618391365,98.74708101311299
geospace-code/georinex,4,448,10978,667,157548,242820,30.76923076923077,70.55118110236221,86.96134347275031,0.17113490407978427,40.422731436224666,81.39854513760852
vijos/vj4,13,530,8741,92570,182541,119051,37.142857142857146,87.02791461412151,95.90739521615099,41.25976671316952,81.36112213015747,93.75644791658463
bumps/bumps,0,0,60,0,0,351,0.0,0.0,98.36065573770492,0.0,0.0,96.69421487603306
ebroecker/canmatrix,1,258,2588,998,52564,35471,25.0,98.85057471264368,99.80717315850366,1.754231776555167,92.39422755796171,99.69364811691962
bluesky/bluesky,10,360,5433,18625,124967,116463,55.55555555555556,91.83673469387756,97.00053561863953,10.882966477541647,73.02076090195689,95.34815178681075
bluesky/databroker,23,1311,26976,135070,429133,498787,43.39622641509434,80.42944785276075,92.0808301474604,16.91913213507748,53.754038132244055,87.12330154915136
bluesky/ophyd,1,597,7851,3072,229723,206037,20.0,95.21531100478468,98.60587792012058,1.1301180885112019,84.50980392156863,97.51015153953185
translate/translate,6,111,1670,38352,46893,32727,75.0,93.27731092436974,97.94721407624634,76.6044142614601,93.66423649255967,96.25022057526029
pypsa/atlite,23,1449,27293,76179,547187,599823,51.11111111111111,82.00339558573853,90.98879850646753,8.318682446672593,59.752358155757314,86.7168423441853
hhatto/autopep8,0,2,63,0,21,1597,0.0,40.0,48.46153846153846,0.0,0.5913827090960293,54.11724839037615
explosion/thinc,6,387,7079,4212,162734,139775,46.15384615384615,93.47826086956522,98.07425879745082,2.0890888259539033,80.71362322003382,96.74617237465046
esgf/esgf-pyclient,12,307,6233,41223,108691,84503,54.54545454545454,89.76608187134502,96.63565891472868,31.890056163260255,84.08320826822212,95.03581992194968
plotly/dash,14,1972,17701,52074,715833,544252,58.333333333333336,98.30508474576271,99.42147831947878,6.975435814041959,95.88752823046238,99.52182157636135
eoxserver/eoxserver,34,2353,31516,256920,653580,471410,61.81818181818181,91.84231069476971,97.1037712595514,33.31582735212309,84.752290365875,96.20435543020638
wwood/singlem,38,3177,49795,665124,1254836,920736,73.07692307692307,92.62390670553935,96.29479221055482,41.387781617792555,78.08300156684219,93.69289429204949
man-group/arctic,4,34,686,6789,10031,9505,50.0,80.95238095238095,93.08005427408412,38.6881695919763,57.16320948256212,84.30902962568743
stphivos/django-mock-queries,4,973,10046,25494,171465,119943,57.14285714285714,98.28282828282828,99.59353623475761,14.300619278406032,96.18167743672589,99.23470231988615
scikit-tda/kepler-mapper,2,976,15043,1438,534218,416988,28.57142857142857,95.21951219512195,98.42962769089839,0.24149721556061612,89.71638352041809,97.60955056179775
sanic-org/sanic,1,62,608,54,11147,10646,12.5,73.80952380952381,87.98842257597684,0.3164186101019571,65.31700457049104,84.88279381278903
bids-standard/pybids,9,1210,27235,18867,499932,544402,45.0,79.92073976221928,92.51647530402882,2.1771264976615536,57.68883257692987,88.07340933762374
sumologic/sumologic-python-sdk,2,53,761,4727,24977,19543,40.0,72.6027397260274,86.28117913832199,14.449471174420736,76.34957510545944,88.08311173209538
quantopian/qgrid,84,2481,35261,605165,815652,570683,93.33333333333333,95.38638985005767,97.35766745816997,62.37194048556457,84.06599522598253,94.38143341007118
beemod/bee2.4,23,1712,16234,141238,360556,224591,54.761904761904766,94.79512735326688,96.47016876634181,32.59935280459038,83.22046651617758,93.33535581894043
salsita/shishito,21,988,14821,99619,277453,182031,75.0,95.09143407122232,98.78690928480971,33.11460587505942,92.22885939281524,98.42492862704387
opennumismat/open-numismat,8,882,15852,129213,371915,269808,42.10526315789473,90.9278350515464,96.34717072874248,27.116022655969648,78.04830447474288,93.22111198640076
tchellomello/python-amcrest,5,76,1085,20997,32815,24943,71.42857142857143,88.37209302325581,98.36808703535812,55.83120612635609,87.25537119761752,98.63181620467397
openwateranalytics/pyswmm,2,9,267,16187,16187,3133,100.0,100.0,100.0,100.0,100.0,100.0
sardana-org/sardana,28,1560,21138,576074,576074,330280,100.0,100.0,100.0,100.0,100.0,100.0
cobrateam/splinter,0,37,458,0,10945,7306,0.0,94.87179487179486,99.56521739130434,0.0,93.93237212495708,99.8496651633183
pyspeckit/pyspeckit,8,1204,20465,134769,453712,387067,50.0,89.25129725722758,95.19047397553373,20.45118281462687,68.85075245189908,90.58542692987281
nipy/nibabel,0,203,3623,0,77880,86239,0.0,80.55555555555556,91.23646436665828,0.0,56.415159944367176,85.36148394504494
tensorlayer/tensorlayer,9,1526,20175,148780,617541,562254,37.5,86.40996602491506,91.49244932202622,16.79344335570879,69.70452885688776,87.94177818652751
ethereum/py-evm,9,309,3624,65963,71945,45931,56.25,89.30635838150289,95.77167019027483,84.18909777794795,91.82397161491238,96.08593782686917
tulip-control/polytope,0,923,12227,0,431700,365972,0.0,95.05664263645725,98.28778135048232,0.0,87.60626089497599,97.189520787136
beescoop/obeesdoo,2,38,554,9098,10072,8773,66.66666666666666,92.6829268292683,95.35283993115318,63.86802386802387,70.7055107055107,87.25880246667992
weaverba137/pydl,11,1670,27126,174399,706193,581403,64.70588235294117,92.41837299391257,96.70588235294117,19.040293816126916,77.09976668955737,94.29374930058532
pycontribs/jira,4,191,1795,19662,48567,35955,36.36363636363637,88.42592592592592,92.24049331963002,33.94565104796105,83.84896930354616,92.0931304748732
cwacek/python-jsonschema-objects,5,76,1072,7511,13967,13856,50.0,80.85106382978722,95.11978704525288,33.53125,62.35267857142858,95.0082281952825
graphbrain/graphbrain,43,2695,33006,331911,1034240,718747,72.88135593220339,95.73712255772647,98.13284176725932,28.288359542594343,88.1469820925874,96.75312000667682
fabfuel/ecs-deploy,6,443,6577,26559,125338,94951,46.15384615384615,93.65750528541226,98.06172655434621,18.403747410143232,86.85149640018571,97.78278958642281
nschloe/pygmsh,3,725,5959,124402,258360,136757,50.0,93.30759330759331,96.56457624372062,41.39034728737881,85.96011418761105,95.2486087798355
nschloe/meshzoo,30,1018,10577,384766,384766,198323,100.0,100.0,100.0,100.0,100.0,100.0
nschloe/tikzplotlib,9,774,13491,130472,336074,242640,64.28571428571429,90.73856975381008,96.32988218493395,30.355102961944446,78.18965657637284,93.45607210260755
nschloe/meshio,3,623,5448,124402,223544,116973,60.0,90.28985507246377,94.04453650958052,43.68768722366402,78.50452848609144,89.22561747700193
zulko/moviepy,6,447,6929,37088,175007,157330,60.0,91.9753086419753,96.652252754917,15.761001211142512,74.37137454050952,93.89528464600528
astroprint/astrobox,1,12,126,611,1436,1312,33.33333333333333,80.0,95.45454545454545,25.715488215488215,60.437710437710436,93.91553328561203
xgcm/xgcm,10,845,17237,27997,254363,342251,52.63157894736842,77.73689052437902,88.66313461241705,5.132035766789971,46.626424750794634,82.45839748084008
xgcm/xrft,10,1065,21814,27997,452969,502097,52.63157894736842,80.68181818181817,90.36828369029372,3.673192530025007,59.4293083949315,86.47392333208182
home-assistant-ecosystem/home-assistant-cli,12,526,6408,39198,157215,96039,38.70967741935484,88.40336134453781,91.87096774193549,19.75496545224548,79.23304488940182,90.70637236845833
home-assistant-ecosystem/python-mystrom,4,197,4163,4859,75501,63560,28.57142857142857,84.54935622317596,95.02396713079206,4.9280418665503705,76.57379892290996,93.65514396015678
oemof/feedinlib,10,988,16751,46902,462517,434136,66.66666666666666,88.5304659498208,93.7905935050392,7.442859840580423,73.39663990630966,91.7317286014026
oemof/demandlib,3,396,8576,8641,154337,196660,50.0,76.89320388349515,89.2032452673185,2.8200776737051663,50.36943963969844,84.48211424373773
sassoftware/python-swat,3,442,9234,12246,167840,212610,27.27272727272727,75.17006802721087,87.9763719512195,3.6110685177103363,49.49222113445229,83.38628073891046
languitar/autosuspend,0,1,450,0,232,5565,0.0,10.0,82.72058823529412,0.0,2.2787545427757587,81.49070142041295
bundlewrap/bundlewrap,6,274,6041,35590,97101,80926,37.5,80.8259587020649,93.58636715724245,26.696971742766912,72.83795035668474,91.62090866892343
sebp/scikit-survival,4,890,16045,9712,390926,389040,33.33333333333333,85.57692307692307,92.58511252163878,1.6604178741111926,66.83489681371417,88.96491163879844
pwr-solaar/solaar,0,100,1738,0,25106,19448,0.0,76.92307692307693,93.04068522483941,0.0,55.715585539601875,89.57671226567177
borda/birl,16,2126,36984,269531,846991,766560,45.714285714285715,89.36527952921396,95.275387706734,22.203101651325362,69.77240937316196,91.58083750781034
finat/finat,1,1067,17114,47859,604434,331731,25.0,98.43173431734317,99.62743043427639,7.526254375729288,95.05263455858996,99.21075455333911
koenedaele/skosprovider,4,69,1176,9971,18352,12311,57.14285714285714,87.34177215189874,90.25326170376056,39.696631897444064,73.06314196990206,82.29278074866309
wradlib/wradlib,21,1687,32298,160223,697313,659588,55.26315789473685,84.94461228600201,92.30901140358398,14.88297824907668,64.77281171740891,87.39367086594977
ccrisan/motioneye,1,213,5423,367,74883,62735,20.0,89.49579831932773,97.3608617594255,0.3899567541147344,79.56711612635874,95.25364024232854
peerchemist/finta,3,403,8724,8641,158923,200630,50.0,78.25242718446603,90.74266694403994,2.8200776737051663,51.86612708462518,86.18756524316639
dr-prodigy/python-holidays,0,16,334,0,5914,5325,0.0,84.21052631578947,91.75824175824175,0.0,68.65567680520084,85.02315184416413
taspinar/twitterscraper,8,141,2381,35870,51485,40755,72.72727272727273,87.5776397515528,95.8148893360161,57.91181646458613,83.12210400555385,96.7822369983377
xknx/xknx,2,98,2474,19120,33176,24681,40.0,87.5,98.09674861221252,50.93640940938274,88.38212963209632,97.75427756653993
morucci/repoxplorer,17,671,9810,87617,187237,135506,60.71428571428571,93.58437935843794,98.42480184609211,41.955332943869294,89.65829318980626,97.42675342416508
tmancal74/quantarhei,7,1247,20646,125141,565883,431065,38.88888888888889,91.22165325530358,96.86590973069345,17.804870761346354,80.5129708172618,93.4827820271211
sunscrapers/djoser,16,1457,15345,105571,247304,189738,69.56521739130434,93.09904153354633,97.47189226958012,36.1548235084607,84.69402082898112,96.62417819694755
fizzadar/pyinfra,12,620,11974,59313,183341,150372,42.857142857142854,84.35374149659864,95.2358227948779,23.929848060614376,73.96898274039586,92.65350134015219
aws/aws-parallelcluster,72,650,48323,651905,773773,573237,79.12087912087912,87.01472556894244,98.98400213031812,78.35528482450425,93.00312745647162,98.5344547521929
cloudve/cloudbridge,0,22,419,0,4513,4664,0.0,73.33333333333333,95.22727272727273,0.0,60.48787025867847,93.76759147567351
scrapy-plugins/scrapy-zyte-smartproxy,34,1203,19735,327896,378596,233704,91.8918918918919,99.66859983429993,99.96454259953398,86.45746815483959,99.82571185238506,99.96620797919438
entilzha/pyfunctional,3,21,427,4568,8529,7163,75.0,95.45454545454545,98.16091954022988,43.24119651647103,80.7364634608103,98.73190902825637
cs50/help50,16,243,4302,88920,88920,62197,100.0,100.0,100.0,100.0,100.0,100.0
gandi/gandi.cli,3,147,2958,16103,60222,50202,37.5,84.0,95.54263565891473,21.103466352139442,78.92274425004915,95.51915063645185
novnc/websockify,0,233,3771,0,120821,98076,0.0,97.89915966386555,99.76190476190476,0.0,90.17501959174534,99.84729094129864
vericast/spylon-kernel,27,1330,18278,357706,470351,256987,72.97297297297297,97.43589743589743,99.32616019997826,73.15589695764923,96.19338028975548,99.01633659551514
staticafi/symbiotic,18,286,5480,129450,129450,83299,100.0,100.0,100.0,100.0,100.0,100.0
cve-search/cve-search,29,1073,16215,205334,293051,232708,67.44186046511628,92.26139294926912,97.8398600132746,56.53080046802946,80.6802945832473,96.36420857351091
feeicn/cobra,30,2086,35210,1119967,1159286,649477,96.7741935483871,99.90421455938697,99.99432011814154,96.52632876284937,99.91510603988206,99.99799842953702
flyingrub/scdl,7,214,2718,25713,57606,43491,46.666666666666664,89.91596638655463,96.8293551834699,37.16395906804648,83.26010290801872,96.81232330877279
django-salesforce/django-salesforce,5,861,9457,23036,136588,122661,50.0,87.85714285714286,95.25584206285254,11.92154427366351,70.68674636443616,93.69944006905561
ppb/pursuedpybear,0,65,1005,0,12349,12435,0.0,75.5813953488372,93.92523364485982,0.0,49.62826025800747,88.82142857142857
spacetelescope/imexam,8,1656,26976,131064,690922,576020,47.05882352941176,91.64360819037078,96.1711229946524,14.309124872945706,75.43253048484246,93.42071759540828
spacetelescope/synphot_refactor,1,1083,17100,5923,439778,423645,16.666666666666664,89.35643564356435,94.79986694755516,0.9470072460524044,70.31452855891175,92.35513273005125
spacetelescope/gwcs,12,1308,20076,23628,473591,460613,63.1578947368421,90.02064693737096,95.7824427480916,3.5028107877321566,70.20905974999407,93.22130631624324
spacetelescope/drizzlepac,49,4198,63495,527311,1406458,1249956,59.036144578313255,87.65921904364168,93.5483395703804,25.621862626339194,68.33931715006091,88.61875366451446
spacetelescope/pysynphot,3,677,11388,10836,240882,255149,37.5,87.69430051813471,94.67908214166944,2.8490672696438666,63.33416593266462,91.86679532509055
theqrl/qrl,40,1094,16430,228777,312524,209909,74.07407407407408,94.3103448275862,98.47168115073418,64.6565903785391,88.32503377289915,97.63663426205869
django-waffle/django-waffle,2,849,8847,6933,128979,105502,50.0,94.22863485016649,98.68377021751255,4.391309855586521,81.69432480364834,98.01557070922908
comictagger/comictagger,6,300,4561,20882,96755,78377,31.57894736842105,87.46355685131195,97.2080136402387,17.14647003760695,79.44673443581364,95.94912224861054
gregreen/dustmaps,14,1790,28935,193450,765308,622130,51.85185185185185,92.4586776859504,96.9022103148024,19.877171512915282,78.63612497392694,94.63276621312261
g-node/nixpy,0,233,3947,0,113886,98336,0.0,90.6614785992218,97.98907646474677,0.0,81.25428082191782,97.03189137985476
spotify/luigi,2,244,5164,1919,91561,64899,25.0,92.0754716981132,97.93286554143751,1.8031138714799815,86.0317400659607,96.85984209662254
20c/vaping,15,442,8501,147660,170641,115661,68.18181818181817,95.87852494577007,99.40364826941067,82.54603593430306,95.39305240326024,99.02906802517231
kevin1024/vcrpy,2,63,1290,13291,25277,23335,28.57142857142857,78.75,96.48466716529543,39.02116790464167,74.21097442823171,96.5333223017416
mopidy/mopidy-spotify,7,287,5550,56096,112346,81368,58.333333333333336,90.53627760252367,97.41969457609268,45.64064178084421,91.40658053177987,96.47502400967501
evonove/mkm-sdk,5,154,1327,39142,45761,31753,71.42857142857143,98.71794871794873,99.84951091045899,85.22469952969865,99.63638738895662,99.84592164014842
wtforms/wtforms,0,0,32,0,0,98,0.0,0.0,94.11764705882352,0.0,0.0,46.22641509433962
sumpfork/dominiontabs,17,601,9979,81416,188868,135375,85.0,95.70063694267516,97.52736512900704,37.51681934639559,87.03113191897222,95.62947683700428
posativ/isso,3,147,4226,20118,55253,48017,30.0,73.13432835820896,90.66723878995924,22.45287440988382,61.66560641064274,82.35768313808894
dalibo/temboard,9,621,18098,47556,214595,236911,47.368421052631575,79.82005141388174,94.71921285392789,11.910856421533515,53.74737643575962,90.75206950312771
zestedesavoir/zds-site,43,2767,29373,267981,743347,367517,55.84415584415584,91.2298054731289,96.20713373292719,31.156704921596962,86.4249448033791,94.59410068979717
pythongssapi/python-gssapi,4,67,1890,31615,31615,20893,100.0,100.0,100.0,100.0,100.0,100.0
pywr/pywr,8,1405,23936,45590,523072,550553,47.05882352941176,86.24923265807244,91.71584029427542,5.608377999018319,64.34712649051349,89.61334060371277
flasgger/flasgger,9,220,4287,25387,67412,58037,50.0,86.27450980392157,97.45396681063878,29.048240194059225,77.13396494118724,95.63333168553397
bradleyg/django-s3direct,2,813,8618,6933,119895,101456,50.0,90.2330743618202,96.12939208031233,4.391309855586521,75.94058778819357,94.25667515189802
lyft/confidant,39,1199,24390,173908,383355,302986,56.52173913043478,87.32702112163146,96.57493565630568,36.650944787965386,80.79169985964114,94.47734154045719
samuelcolvin/arq,3,77,2271,3330,34377,30822,60.0,92.7710843373494,99.43082311733801,8.003653319232804,82.62510214872854,98.66828862283117
samuelcolvin/grablib,3,92,2012,19272,45772,37458,42.857142857142854,77.96610169491525,92.71889400921658,33.58134834201677,79.75744480649601,91.82232681276659
parallelssh/parallel-ssh,5,314,5441,9379,76821,55893,71.42857142857143,89.20454545454545,97.12602641913602,9.64917695473251,79.03395061728395,95.24077292710356
open-power/op-test,10,150,3009,29182,52334,41239,62.5,84.7457627118644,94.09005628517824,44.896766054340134,80.51632357918706,90.51381664142578
jupyter-widgets/ipyleaflet,34,1337,18689,418499,486460,260688,85.0,98.52616064848931,99.47836269761005,84.27319481753854,97.9585096999988,99.1341052991843
thenaterhood/gscreenshot,0,90,1154,0,26605,20929,0.0,95.74468085106383,98.71685201026519,0.0,85.77830797007996,97.53926457566295
veeresht/commpy,11,2136,34297,191945,1122629,678415,64.70588235294117,97.48973071656778,99.01553207460016,15.994470327172309,93.54688180949294,97.86798500852575
smartsheet-platform/smartsheet-python-sdk,3,113,1391,19788,36906,29342,37.5,89.68253968253968,96.53018736988203,43.839865298978665,81.76440614130314,95.81061224489797
encode/django-rest-framework,2,793,8603,6933,107547,100791,40.0,87.43109151047409,95.10280787088216,4.319195594208677,67.00079742829375,92.70524824782473
cuthbertlab/music21,17,997,16063,205978,488247,298871,73.91304347826086,96.05009633911368,99.36286032413707,39.001529932137665,92.44861094280175,99.16223174826474
pyfilesystem/pyfilesystem2,0,67,1452,0,27296,19309,0.0,95.71428571428572,99.45205479452055,0.0,93.65907219324733,99.77264506794812
googlecloudplatform/perfkitbenchmarker,30,2013,32586,318577,701242,547402,51.724137931034484,88.79576532862814,94.51244271709496,33.10792132507758,72.87614914397477,90.10154080643382
googlecloudplatform/cloud-debug-python,31,899,11109,247184,274863,168429,88.57142857142857,98.35886214442013,99.6948757067217,87.76251460140386,97.58992512009543,99.62734903199475
jarun/buku,9,193,4138,74148,74148,48370,100.0,100.0,100.0,100.0,100.0,100.0
globocom/m3u8,0,2,9,0,285,63,0.0,66.66666666666666,75.0,0.0,63.758389261744966,45.98540145985402
safetyculture/safetyculture-sdk-python,10,460,6705,64154,128482,91442,52.63157894736842,94.84536082474226,97.07543072245548,42.892864783910994,85.90206461275139,93.01677398354136
pallets-eco/flask-caching,6,137,3045,14498,56964,41904,60.0,92.56756756756756,99.05660377358491,23.549476967058673,92.52810083815217,98.80688516859232
beeware/briefcase,25,1326,14699,364911,499237,227118,69.44444444444444,95.39568345323741,97.92152421557525,68.71266956397297,94.00622895749697,97.30806637503694
mfussenegger/cr8,7,619,3859,13701,139727,54297,41.17647058823529,95.23076923076923,96.66833667334669,8.604534321421843,87.75167995980657,92.25711081659699
tuxemon/tuxemon,8,515,8753,42819,157809,140820,32.0,79.59814528593509,91.96259718428242,17.762502903793184,65.46352835761458,88.4842315595016
insrapperswil/nuts,52,1700,26896,516076,538138,372564,94.54545454545455,98.72241579558653,99.81814807942104,94.08791914006096,98.11013228709362,99.81861585409963
datalad/datalad,13,798,10901,57988,247870,163064,43.333333333333336,90.16949152542372,96.91500711237553,20.666747449979685,88.34011675564712,95.77183533709615
onelogin/python3-saml,2,40,502,1541,10265,6310,50.0,85.1063829787234,98.23874755381604,13.459690802690192,89.65848545724518,94.30578388880586
onelogin/python-saml,0,8,64,0,751,520,0.0,72.72727272727273,92.7536231884058,0.0,71.52380952380952,90.27777777777779
weaveworks/grafanalib,0,15,182,0,1090,4060,0.0,78.94736842105263,94.79166666666666,0.0,19.967026928008792,95.1934349355217
hadrieng/insilicoseq,5,1394,22722,95673,609038,486411,41.66666666666667,94.0620782726046,98.1808754266949,13.308989232952174,84.72275547394486,96.44677800888702
nucleic/atom,1,1,162,3072,3072,1687,100.0,100.0,100.0,100.0,100.0,100.0
geopy/geopy,0,5,28,0,488,553,0.0,62.5,43.75,0.0,20.625528317836007,29.32131495227996
mechanicalsoup/mechanicalsoup,6,112,1727,28358,42598,34625,66.66666666666666,90.32258064516128,98.18078453666857,54.62390445921217,82.05335644804006,97.18752631431218
k4cg/nichtparasoup,4,188,4256,22657,59259,52591,50.0,83.92857142857143,95.3405017921147,27.958488610281595,73.12495372541277,92.35726955025201
openidc/pyoidc,11,670,10214,59857,177134,133257,52.38095238095239,87.69633507853402,95.14671634839311,26.631044117385343,78.8088839849798,93.38458411879718
freakboy3742/pyxero,8,265,4155,52293,83926,61161,61.53846153846154,90.75342465753424,96.92092372288313,55.93193146084241,89.76618820459066,95.096011816839
python-smpplib/python-smpplib,0,0,59,0,0,359,0.0,0.0,96.72131147540983,0.0,0.0,98.89807162534436
autokey/autokey,0,70,894,0,19044,8968,0.0,84.33734939759037,89.22155688622755,0.0,66.13648202812989,80.98248148817049
viniciuschiele/flask-apscheduler,9,266,5108,32594,98902,69948,60.0,96.37681159420289,99.22299922299922,31.039835439542124,94.18610187892236,98.50027459760888
aksw/quitstore,7,276,6614,25344,86558,86346,36.84210526315789,79.53890489913545,93.40488631549216,17.325321465925636,59.171605723153064,90.38437382238412
city-of-helsinki/respa,59,4496,44898,405055,1072455,576738,56.730769230769226,93.53026835864364,96.73166002369923,32.91406775639421,87.14583583879659,95.17788361569613
learningequality/studio,60,3396,44850,481788,794203,565880,62.5,91.29032258064517,96.722018546474,51.332461078839586,84.6189497999071,95.16089974708066
danielperna84/ha-philipsjs,3,171,3891,20126,55384,46461,27.27272727272727,74.67248908296943,91.1668228678538,26.226560158459193,72.17190737434682,88.34065369916149
packethost/packet-python,3,64,863,16103,28236,21814,60.0,87.67123287671232,97.84580498866214,49.22357400501314,86.31167084428685,98.31883535403615
osmcode/pyosmium,2,54,765,4727,25134,19630,40.0,73.97260273972603,86.73469387755102,14.449471174420736,76.82949196062849,88.47523324469284
teledynelecroy/signalintegrity,11,2063,29894,359214,812176,571217,61.111111111111114,95.4650624710782,98.01954226506656,38.115843455249056,86.17919478113424,95.93546046642862
goldmann/docker-squash,3,135,1683,7833,42369,35072,37.5,79.88165680473372,91.51712887438825,14.528154907634097,78.5833518807033,91.3785466767411
vlachoudis/bcnc,1,337,5683,593,128095,122967,16.666666666666664,89.62765957446808,93.48577068596808,0.3211916046039269,69.38117806364252,91.50419692820574
nengo/nengo,0,193,3521,0,79461,84868,0.0,81.09243697478992,93.14814814814815,0.0,59.305892450647455,86.40074929244803
nengo/nengo-spa,0,389,6012,0,137210,124135,0.0,90.25522041763341,97.34455958549223,0.0,76.48741004186432,95.03521665901087
nengo/nengo-gui,0,401,6087,0,142455,127239,0.0,93.03944315545245,98.55893782383419,0.0,79.41122365362425,97.41157556270097
coddingtonbear/django-measurement,7,1756,22408,511577,653218,343816,87.5,99.60294951786727,99.91973602069028,77.41934995694528,98.85454768329281,99.93460081792577
xtrinch/fcm-django,39,1896,21379,283384,439047,294532,90.69767441860465,98.13664596273291,99.60862880305642,60.641673924533876,93.95218153298995,99.57166859928532
devexp-db/distgen,1,40,1224,367,14990,15848,20.0,81.63265306122449,97.06582077716098,1.5971799112194274,65.23631299503873,96.21175327829043
relekang/python-semantic-release,26,1040,12233,258701,323651,157877,70.27027027027027,94.80401093892435,97.25711559866433,73.3868153876267,91.81145873816014,95.81135945721239
plantbreeding/api,3,100,1481,17871,38121,28756,50.0,83.33333333333334,92.38927011852776,38.970299620567836,83.12835274107026,91.53589049816966
dmtf/python-redfish-library,5,112,1504,22269,38291,29862,38.46153846153847,87.5,94.8297604035309,48.047380685250715,82.61629412272374,96.17701053174015
dmtf/redfish-interface-emulator,12,224,4246,47195,85674,72133,63.1578947368421,86.82170542635659,96.87428701802419,43.50050233655627,78.96730664651176,96.03647982958327
justinfx/fileseq,0,207,1788,0,28603,22779,0.0,92.0,96.49217485159201,0.0,70.96814211988884,96.0450309904288
redhatqe/widgetastic.core,17,559,10879,85868,213572,132668,85.0,96.21342512908778,99.56983342485813,39.25214847321266,97.62845127079905,99.30388179463765
redhatqe/wrapanapi,99,8406,68539,1126501,1778175,1135206,61.875,97.10061222132379,97.88349209522858,54.89832488375844,86.65667305237827,96.9891819015999
dpgaspar/flask-appbuilder,21,1269,20689,215930,433321,293213,42.0,90.38461538461539,96.94030550089026,39.08744668988538,78.43936223363045,95.18048432123612
equinor/segyio,0,225,3757,0,109166,97318,0.0,94.53781512605042,99.39153439153439,0.0,81.47628465873046,99.07560116466108
django-money/django-money,2,921,10614,6933,161634,130921,28.57142857142857,92.28456913827655,97.61795272693828,3.5053391578691904,81.72248513529911,96.73274569057875
cokelaer/bioservices,28,1607,28315,222097,590973,475186,59.57446808510638,88.49118942731278,95.53935958430341,27.979032449061346,74.44878923857203,91.84148373205927
cokelaer/spectrum,12,1260,20482,138638,572861,430890,63.1578947368421,92.5789860396767,97.31090839984796,19.91779338008278,82.30158422299515,94.60815418698554
pyabel/pyabel,1,683,11229,998,318162,282472,25.0,89.281045751634,95.38735983690113,0.2379085029643209,75.84513539091608,92.19120229244317
brobin/django-seed,4,1517,10586,15547,452915,124146,50.0,97.93415106520335,99.24995312207014,3.2983282416836386,96.08685505770536,98.66482285060322
dmoj/judge-server,0,388,5753,0,135200,70312,0.0,83.44086021505376,88.64406779661017,0.0,64.69983011509103,85.73693131241693
